Your Input	WormBase Gene ID	UniProt	Reference UniProt ID
WBGene00195184	WBGene00195184	F5GU50	F5GU50
WBGene00195185	WBGene00195185	A0A1I6CMC0, F5GU51	A0A1I6CMC0
WBGene00195186	WBGene00195186	N.A.	N.A.
WBGene00195188	WBGene00195188	F5GU53	F5GU53
WBGene00195189	WBGene00195189	G4SLU9	G4SLU9
WBGene00195192	WBGene00195192	N.A.	N.A.
WBGene00195208	WBGene00195208	E0AHB5	E0AHB5
WBGene00195209	WBGene00195209	E0AHA8	E0AHA8
WBGene00195210	WBGene00195210	D9PTP2	D9PTP2
WBGene00195211	WBGene00195211	E0AHD2	E0AHD2
WBGene00195212	WBGene00195212	E0AHE1	E0AHE1
WBGene00195213	WBGene00195213	D9PTN6	D9PTN6
WBGene00195214	WBGene00195214	G5EGN4	G5EGN4
WBGene00195215	WBGene00195215	E0AHA9	E0AHA9
WBGene00195226	WBGene00195226	E0AHA5	E0AHA5
WBGene00195227	WBGene00195227	E0R7K9	E0R7K9
WBGene00195228	WBGene00195228	E0R7L0	E0R7L0
WBGene00195229	WBGene00195229	N.A.	N.A.
WBGene00195230	WBGene00195230	G5EGE6	G5EGE6
WBGene00195231	WBGene00195231	G5EGE6	G5EGE6
WBGene00195232	WBGene00195232	E0AHE0	E0AHE0
WBGene00195233	WBGene00195233	N.A.	N.A.
WBGene00195234	WBGene00195234	N.A.	N.A.
WBGene00195235	WBGene00195235	N.A.	N.A.
WBGene00195236	WBGene00195236	N.A.	N.A.
WBGene00195237	WBGene00195237	N.A.	N.A.
WBGene00195238	WBGene00195238	N.A.	N.A.
WBGene00195239	WBGene00195239	E1B6Q6	E1B6Q6
WBGene00195240	WBGene00195240	E0R7L9	E0R7L9
WBGene00195241	WBGene00195241	E0R7K3, E0R7K2	E0R7K2
WBGene00195242	WBGene00195242	E0R7K4	E0R7K4
WBGene00195243	WBGene00195243	E1B6V5	E1B6V5
WBGene00195244	WBGene00195244	E1B6U8	E1B6U8
WBGene00195245	WBGene00195245	N.A.	N.A.
WBGene00195246	WBGene00195246	E1B6Q4	E1B6Q4
WBGene00195247	WBGene00195247	N.A.	N.A.
WBGene00195248	WBGene00195248	E1B6R8	E1B6R8
WBGene00195250	WBGene00195250	E2JL08	E2JL08
WBGene00195252	WBGene00195252	N.A.	N.A.
WBGene00195253	WBGene00195253	N.A.	N.A.
WBGene00195254	WBGene00195254	N.A.	N.A.
WBGene00195255	WBGene00195255	N.A.	N.A.
WBGene00195256	WBGene00195256	E2JKZ9	E2JKZ9
WBGene00195257	WBGene00195257	N.A.	N.A.
WBGene00195258	WBGene00195258	N.A.	N.A.
WBGene00195259	WBGene00195259	N.A.	N.A.
WBGene00195260	WBGene00195260	N.A.	N.A.
WBGene00195261	WBGene00195261	N.A.	N.A.
WBGene00195262	WBGene00195262	N.A.	N.A.
WBGene00195263	WBGene00195263	N.A.	N.A.
WBGene00195264	WBGene00195264	N.A.	N.A.
WBGene00195265	WBGene00195265	N.A.	N.A.
WBGene00195266	WBGene00195266	N.A.	N.A.
WBGene00195267	WBGene00195267	N.A.	N.A.
WBGene00195268	WBGene00195268	N.A.	N.A.
WBGene00195269	WBGene00195269	N.A.	N.A.
WBGene00195270	WBGene00195270	N.A.	N.A.
WBGene00195271	WBGene00195271	N.A.	N.A.
WBGene00195272	WBGene00195272	N.A.	N.A.
WBGene00195273	WBGene00195273	N.A.	N.A.
WBGene00195274	WBGene00195274	N.A.	N.A.
WBGene00195275	WBGene00195275	N.A.	N.A.
WBGene00195276	WBGene00195276	N.A.	N.A.
WBGene00195277	WBGene00195277	N.A.	N.A.
WBGene00195278	WBGene00195278	N.A.	N.A.
WBGene00195279	WBGene00195279	N.A.	N.A.
WBGene00195280	WBGene00195280	N.A.	N.A.
WBGene00195281	WBGene00195281	N.A.	N.A.
WBGene00195282	WBGene00195282	N.A.	N.A.
WBGene00195283	WBGene00195283	N.A.	N.A.
WBGene00195284	WBGene00195284	N.A.	N.A.
WBGene00195285	WBGene00195285	N.A.	N.A.
WBGene00195286	WBGene00195286	N.A.	N.A.
WBGene00195287	WBGene00195287	N.A.	N.A.
WBGene00195288	WBGene00195288	N.A.	N.A.
WBGene00195289	WBGene00195289	N.A.	N.A.
WBGene00195290	WBGene00195290	N.A.	N.A.
WBGene00195291	WBGene00195291	N.A.	N.A.
WBGene00195292	WBGene00195292	N.A.	N.A.
WBGene00195293	WBGene00195293	N.A.	N.A.
WBGene00195294	WBGene00195294	N.A.	N.A.
WBGene00195295	WBGene00195295	N.A.	N.A.
WBGene00195296	WBGene00195296	N.A.	N.A.
WBGene00195297	WBGene00195297	N.A.	N.A.
WBGene00195298	WBGene00195298	N.A.	N.A.
WBGene00195299	WBGene00195299	N.A.	N.A.
WBGene00195300	WBGene00195300	N.A.	N.A.
WBGene00195301	WBGene00195301	N.A.	N.A.
WBGene00195302	WBGene00195302	N.A.	N.A.
WBGene00195303	WBGene00195303	N.A.	N.A.
WBGene00195304	WBGene00195304	N.A.	N.A.
WBGene00195305	WBGene00195305	N.A.	N.A.
WBGene00195306	WBGene00195306	N.A.	N.A.
WBGene00195307	WBGene00195307	N.A.	N.A.
WBGene00195308	WBGene00195308	N.A.	N.A.
WBGene00195309	WBGene00195309	N.A.	N.A.
WBGene00195310	WBGene00195310	N.A.	N.A.
WBGene00195311	WBGene00195311	N.A.	N.A.
WBGene00195312	WBGene00195312	N.A.	N.A.
WBGene00195313	WBGene00195313	N.A.	N.A.
WBGene00195314	WBGene00195314	N.A.	N.A.
WBGene00195315	WBGene00195315	N.A.	N.A.
WBGene00195316	WBGene00195316	N.A.	N.A.
WBGene00195317	WBGene00195317	N.A.	N.A.
WBGene00195318	WBGene00195318	N.A.	N.A.
WBGene00195319	WBGene00195319	N.A.	N.A.
WBGene00195320	WBGene00195320	N.A.	N.A.
WBGene00195321	WBGene00195321	N.A.	N.A.
WBGene00195322	WBGene00195322	N.A.	N.A.
WBGene00195323	WBGene00195323	N.A.	N.A.
WBGene00195324	WBGene00195324	N.A.	N.A.
WBGene00195325	WBGene00195325	N.A.	N.A.
WBGene00195326	WBGene00195326	N.A.	N.A.
WBGene00195327	WBGene00195327	N.A.	N.A.
WBGene00195328	WBGene00195328	N.A.	N.A.
WBGene00195329	WBGene00195329	N.A.	N.A.
WBGene00195330	WBGene00195330	N.A.	N.A.
WBGene00195331	WBGene00195331	N.A.	N.A.
WBGene00195332	WBGene00195332	N.A.	N.A.
WBGene00195333	WBGene00195333	N.A.	N.A.
WBGene00195334	WBGene00195334	N.A.	N.A.
WBGene00195335	WBGene00195335	N.A.	N.A.
WBGene00195336	WBGene00195336	N.A.	N.A.
WBGene00195337	WBGene00195337	N.A.	N.A.
WBGene00195338	WBGene00195338	N.A.	N.A.
WBGene00195339	WBGene00195339	N.A.	N.A.
WBGene00195340	WBGene00195340	N.A.	N.A.
WBGene00195341	WBGene00195341	N.A.	N.A.
WBGene00195342	WBGene00195342	N.A.	N.A.
WBGene00195343	WBGene00195343	N.A.	N.A.
WBGene00195344	WBGene00195344	N.A.	N.A.
WBGene00195345	WBGene00195345	N.A.	N.A.
WBGene00195346	WBGene00195346	N.A.	N.A.
WBGene00195347	WBGene00195347	N.A.	N.A.
WBGene00195348	WBGene00195348	N.A.	N.A.
WBGene00195349	WBGene00195349	N.A.	N.A.
WBGene00195350	WBGene00195350	N.A.	N.A.
WBGene00195351	WBGene00195351	N.A.	N.A.
WBGene00195352	WBGene00195352	N.A.	N.A.
WBGene00195353	WBGene00195353	N.A.	N.A.
WBGene00195354	WBGene00195354	N.A.	N.A.
WBGene00195355	WBGene00195355	N.A.	N.A.
WBGene00195356	WBGene00195356	N.A.	N.A.
WBGene00195357	WBGene00195357	N.A.	N.A.
WBGene00195358	WBGene00195358	N.A.	N.A.
WBGene00195359	WBGene00195359	N.A.	N.A.
WBGene00195360	WBGene00195360	N.A.	N.A.
WBGene00195361	WBGene00195361	N.A.	N.A.
WBGene00195362	WBGene00195362	N.A.	N.A.
WBGene00195363	WBGene00195363	N.A.	N.A.
WBGene00195364	WBGene00195364	N.A.	N.A.
WBGene00195365	WBGene00195365	N.A.	N.A.
WBGene00195366	WBGene00195366	N.A.	N.A.
WBGene00195367	WBGene00195367	N.A.	N.A.
WBGene00195368	WBGene00195368	N.A.	N.A.
WBGene00195369	WBGene00195369	N.A.	N.A.
WBGene00195370	WBGene00195370	N.A.	N.A.
WBGene00195371	WBGene00195371	N.A.	N.A.
WBGene00195372	WBGene00195372	N.A.	N.A.
WBGene00195373	WBGene00195373	N.A.	N.A.
WBGene00195374	WBGene00195374	N.A.	N.A.
WBGene00195375	WBGene00195375	N.A.	N.A.
WBGene00195376	WBGene00195376	N.A.	N.A.
WBGene00195377	WBGene00195377	N.A.	N.A.
WBGene00195378	WBGene00195378	N.A.	N.A.
WBGene00195379	WBGene00195379	N.A.	N.A.
WBGene00195380	WBGene00195380	N.A.	N.A.
WBGene00195381	WBGene00195381	N.A.	N.A.
WBGene00195382	WBGene00195382	N.A.	N.A.
WBGene00195383	WBGene00195383	N.A.	N.A.
WBGene00195384	WBGene00195384	N.A.	N.A.
WBGene00195385	WBGene00195385	N.A.	N.A.
WBGene00195386	WBGene00195386	N.A.	N.A.
WBGene00195387	WBGene00195387	N.A.	N.A.
WBGene00195388	WBGene00195388	N.A.	N.A.
WBGene00195389	WBGene00195389	N.A.	N.A.
WBGene00195390	WBGene00195390	N.A.	N.A.
WBGene00195391	WBGene00195391	N.A.	N.A.
WBGene00195392	WBGene00195392	N.A.	N.A.
WBGene00195393	WBGene00195393	N.A.	N.A.
WBGene00195394	WBGene00195394	N.A.	N.A.
WBGene00195395	WBGene00195395	N.A.	N.A.
WBGene00195396	WBGene00195396	N.A.	N.A.
WBGene00195397	WBGene00195397	N.A.	N.A.
WBGene00195398	WBGene00195398	N.A.	N.A.
WBGene00195399	WBGene00195399	N.A.	N.A.
WBGene00195400	WBGene00195400	N.A.	N.A.
WBGene00195401	WBGene00195401	N.A.	N.A.
WBGene00195402	WBGene00195402	N.A.	N.A.
WBGene00195403	WBGene00195403	N.A.	N.A.
WBGene00195404	WBGene00195404	N.A.	N.A.
WBGene00195405	WBGene00195405	N.A.	N.A.
WBGene00195406	WBGene00195406	N.A.	N.A.
WBGene00195407	WBGene00195407	N.A.	N.A.
WBGene00195408	WBGene00195408	N.A.	N.A.
WBGene00195409	WBGene00195409	N.A.	N.A.
WBGene00195410	WBGene00195410	N.A.	N.A.
WBGene00195411	WBGene00195411	N.A.	N.A.
WBGene00195412	WBGene00195412	N.A.	N.A.
WBGene00195413	WBGene00195413	N.A.	N.A.
WBGene00195414	WBGene00195414	N.A.	N.A.
WBGene00195415	WBGene00195415	N.A.	N.A.
WBGene00195416	WBGene00195416	N.A.	N.A.
WBGene00195417	WBGene00195417	N.A.	N.A.
WBGene00195418	WBGene00195418	N.A.	N.A.
WBGene00195419	WBGene00195419	N.A.	N.A.
WBGene00195420	WBGene00195420	N.A.	N.A.
WBGene00195421	WBGene00195421	N.A.	N.A.
WBGene00195422	WBGene00195422	N.A.	N.A.
WBGene00195423	WBGene00195423	N.A.	N.A.
WBGene00195424	WBGene00195424	N.A.	N.A.
WBGene00195425	WBGene00195425	N.A.	N.A.
WBGene00195426	WBGene00195426	N.A.	N.A.
WBGene00195427	WBGene00195427	N.A.	N.A.
WBGene00195428	WBGene00195428	N.A.	N.A.
WBGene00195429	WBGene00195429	N.A.	N.A.
WBGene00195430	WBGene00195430	N.A.	N.A.
WBGene00195431	WBGene00195431	N.A.	N.A.
WBGene00195432	WBGene00195432	N.A.	N.A.
WBGene00195433	WBGene00195433	N.A.	N.A.
WBGene00195434	WBGene00195434	N.A.	N.A.
WBGene00195435	WBGene00195435	N.A.	N.A.
WBGene00195436	WBGene00195436	N.A.	N.A.
WBGene00195437	WBGene00195437	N.A.	N.A.
WBGene00195438	WBGene00195438	N.A.	N.A.
WBGene00195439	WBGene00195439	N.A.	N.A.
WBGene00195440	WBGene00195440	N.A.	N.A.
WBGene00195441	WBGene00195441	N.A.	N.A.
WBGene00195442	WBGene00195442	N.A.	N.A.
WBGene00195443	WBGene00195443	N.A.	N.A.
WBGene00195444	WBGene00195444	N.A.	N.A.
WBGene00195445	WBGene00195445	N.A.	N.A.
WBGene00195446	WBGene00195446	N.A.	N.A.
WBGene00195447	WBGene00195447	N.A.	N.A.
WBGene00195448	WBGene00195448	N.A.	N.A.
WBGene00195449	WBGene00195449	N.A.	N.A.
WBGene00195450	WBGene00195450	N.A.	N.A.
WBGene00195451	WBGene00195451	N.A.	N.A.
WBGene00195452	WBGene00195452	N.A.	N.A.
WBGene00195453	WBGene00195453	N.A.	N.A.
WBGene00195454	WBGene00195454	N.A.	N.A.
WBGene00195455	WBGene00195455	N.A.	N.A.
WBGene00195456	WBGene00195456	N.A.	N.A.
WBGene00195457	WBGene00195457	N.A.	N.A.
WBGene00195458	WBGene00195458	N.A.	N.A.
WBGene00195459	WBGene00195459	N.A.	N.A.
WBGene00195460	WBGene00195460	N.A.	N.A.
WBGene00195461	WBGene00195461	N.A.	N.A.
WBGene00195462	WBGene00195462	N.A.	N.A.
WBGene00195463	WBGene00195463	N.A.	N.A.
WBGene00195464	WBGene00195464	N.A.	N.A.
WBGene00195465	WBGene00195465	N.A.	N.A.
WBGene00195466	WBGene00195466	N.A.	N.A.
WBGene00195467	WBGene00195467	N.A.	N.A.
WBGene00195468	WBGene00195468	N.A.	N.A.
WBGene00195469	WBGene00195469	N.A.	N.A.
WBGene00195470	WBGene00195470	N.A.	N.A.
WBGene00195471	WBGene00195471	N.A.	N.A.
WBGene00195472	WBGene00195472	N.A.	N.A.
WBGene00195473	WBGene00195473	N.A.	N.A.
WBGene00195474	WBGene00195474	N.A.	N.A.
WBGene00195475	WBGene00195475	N.A.	N.A.
WBGene00195476	WBGene00195476	N.A.	N.A.
WBGene00195477	WBGene00195477	N.A.	N.A.
WBGene00195478	WBGene00195478	N.A.	N.A.
WBGene00195479	WBGene00195479	N.A.	N.A.
WBGene00195480	WBGene00195480	N.A.	N.A.
WBGene00195481	WBGene00195481	N.A.	N.A.
WBGene00195482	WBGene00195482	N.A.	N.A.
WBGene00195483	WBGene00195483	N.A.	N.A.
WBGene00195484	WBGene00195484	N.A.	N.A.
WBGene00195485	WBGene00195485	N.A.	N.A.
WBGene00195486	WBGene00195486	N.A.	N.A.
WBGene00195487	WBGene00195487	N.A.	N.A.
WBGene00195488	WBGene00195488	N.A.	N.A.
WBGene00195489	WBGene00195489	N.A.	N.A.
WBGene00195490	WBGene00195490	N.A.	N.A.
WBGene00195491	WBGene00195491	N.A.	N.A.
WBGene00195492	WBGene00195492	N.A.	N.A.
WBGene00195493	WBGene00195493	N.A.	N.A.
WBGene00195494	WBGene00195494	N.A.	N.A.
WBGene00195495	WBGene00195495	N.A.	N.A.
WBGene00195496	WBGene00195496	N.A.	N.A.
WBGene00195497	WBGene00195497	N.A.	N.A.
WBGene00195498	WBGene00195498	N.A.	N.A.
WBGene00195499	WBGene00195499	N.A.	N.A.
WBGene00195500	WBGene00195500	N.A.	N.A.
WBGene00195501	WBGene00195501	N.A.	N.A.
WBGene00195502	WBGene00195502	N.A.	N.A.
WBGene00195503	WBGene00195503	N.A.	N.A.
WBGene00195504	WBGene00195504	N.A.	N.A.
WBGene00195505	WBGene00195505	N.A.	N.A.
WBGene00195506	WBGene00195506	N.A.	N.A.
WBGene00195507	WBGene00195507	N.A.	N.A.
WBGene00195508	WBGene00195508	N.A.	N.A.
WBGene00195509	WBGene00195509	N.A.	N.A.
WBGene00195510	WBGene00195510	N.A.	N.A.
WBGene00195511	WBGene00195511	N.A.	N.A.
WBGene00195512	WBGene00195512	N.A.	N.A.
WBGene00195513	WBGene00195513	N.A.	N.A.
WBGene00195514	WBGene00195514	N.A.	N.A.
WBGene00195515	WBGene00195515	N.A.	N.A.
WBGene00195516	WBGene00195516	N.A.	N.A.
WBGene00195517	WBGene00195517	N.A.	N.A.
WBGene00195518	WBGene00195518	N.A.	N.A.
WBGene00195519	WBGene00195519	N.A.	N.A.
WBGene00195520	WBGene00195520	N.A.	N.A.
WBGene00195521	WBGene00195521	N.A.	N.A.
WBGene00195522	WBGene00195522	N.A.	N.A.
WBGene00195523	WBGene00195523	N.A.	N.A.
WBGene00195524	WBGene00195524	N.A.	N.A.
WBGene00195525	WBGene00195525	N.A.	N.A.
WBGene00195526	WBGene00195526	N.A.	N.A.
WBGene00195527	WBGene00195527	N.A.	N.A.
WBGene00195528	WBGene00195528	N.A.	N.A.
WBGene00195529	WBGene00195529	N.A.	N.A.
WBGene00195530	WBGene00195530	N.A.	N.A.
WBGene00195531	WBGene00195531	N.A.	N.A.
WBGene00195532	WBGene00195532	N.A.	N.A.
WBGene00195533	WBGene00195533	N.A.	N.A.
WBGene00195534	WBGene00195534	N.A.	N.A.
WBGene00195535	WBGene00195535	N.A.	N.A.
WBGene00195536	WBGene00195536	N.A.	N.A.
WBGene00195537	WBGene00195537	N.A.	N.A.
WBGene00195538	WBGene00195538	N.A.	N.A.
WBGene00195539	WBGene00195539	N.A.	N.A.
WBGene00195540	WBGene00195540	N.A.	N.A.
WBGene00195541	WBGene00195541	N.A.	N.A.
WBGene00195542	WBGene00195542	N.A.	N.A.
WBGene00195543	WBGene00195543	N.A.	N.A.
WBGene00195544	WBGene00195544	N.A.	N.A.
WBGene00195545	WBGene00195545	N.A.	N.A.
WBGene00195546	WBGene00195546	N.A.	N.A.
WBGene00195547	WBGene00195547	N.A.	N.A.
WBGene00195548	WBGene00195548	N.A.	N.A.
WBGene00195549	WBGene00195549	N.A.	N.A.
WBGene00195550	WBGene00195550	N.A.	N.A.
WBGene00195551	WBGene00195551	N.A.	N.A.
WBGene00195552	WBGene00195552	N.A.	N.A.
WBGene00195553	WBGene00195553	N.A.	N.A.
WBGene00195554	WBGene00195554	N.A.	N.A.
WBGene00195555	WBGene00195555	N.A.	N.A.
WBGene00195556	WBGene00195556	N.A.	N.A.
WBGene00195557	WBGene00195557	N.A.	N.A.
WBGene00195558	WBGene00195558	N.A.	N.A.
WBGene00195559	WBGene00195559	N.A.	N.A.
WBGene00195560	WBGene00195560	N.A.	N.A.
WBGene00195561	WBGene00195561	N.A.	N.A.
WBGene00195562	WBGene00195562	N.A.	N.A.
WBGene00195563	WBGene00195563	N.A.	N.A.
WBGene00195564	WBGene00195564	N.A.	N.A.
WBGene00195565	WBGene00195565	N.A.	N.A.
WBGene00195566	WBGene00195566	N.A.	N.A.
WBGene00195567	WBGene00195567	N.A.	N.A.
WBGene00195568	WBGene00195568	N.A.	N.A.
WBGene00195569	WBGene00195569	N.A.	N.A.
WBGene00195570	WBGene00195570	N.A.	N.A.
WBGene00195571	WBGene00195571	N.A.	N.A.
WBGene00195572	WBGene00195572	N.A.	N.A.
WBGene00195573	WBGene00195573	N.A.	N.A.
WBGene00195574	WBGene00195574	N.A.	N.A.
WBGene00195575	WBGene00195575	N.A.	N.A.
WBGene00195576	WBGene00195576	N.A.	N.A.
WBGene00195577	WBGene00195577	N.A.	N.A.
WBGene00195578	WBGene00195578	N.A.	N.A.
WBGene00195579	WBGene00195579	N.A.	N.A.
WBGene00195580	WBGene00195580	N.A.	N.A.
WBGene00195581	WBGene00195581	N.A.	N.A.
WBGene00195582	WBGene00195582	N.A.	N.A.
WBGene00195583	WBGene00195583	N.A.	N.A.
WBGene00195584	WBGene00195584	N.A.	N.A.
WBGene00195585	WBGene00195585	N.A.	N.A.
WBGene00195586	WBGene00195586	N.A.	N.A.
WBGene00195587	WBGene00195587	N.A.	N.A.
WBGene00195588	WBGene00195588	N.A.	N.A.
WBGene00195589	WBGene00195589	N.A.	N.A.
WBGene00195590	WBGene00195590	N.A.	N.A.
WBGene00195591	WBGene00195591	N.A.	N.A.
WBGene00195592	WBGene00195592	N.A.	N.A.
WBGene00195593	WBGene00195593	N.A.	N.A.
WBGene00195594	WBGene00195594	N.A.	N.A.
WBGene00195595	WBGene00195595	N.A.	N.A.
WBGene00195596	WBGene00195596	N.A.	N.A.
WBGene00195597	WBGene00195597	N.A.	N.A.
WBGene00195598	WBGene00195598	N.A.	N.A.
WBGene00195599	WBGene00195599	N.A.	N.A.
WBGene00195600	WBGene00195600	N.A.	N.A.
WBGene00195601	WBGene00195601	N.A.	N.A.
WBGene00195602	WBGene00195602	N.A.	N.A.
WBGene00195603	WBGene00195603	N.A.	N.A.
WBGene00195604	WBGene00195604	N.A.	N.A.
WBGene00195605	WBGene00195605	N.A.	N.A.
WBGene00195606	WBGene00195606	N.A.	N.A.
WBGene00195607	WBGene00195607	N.A.	N.A.
WBGene00195608	WBGene00195608	N.A.	N.A.
WBGene00195609	WBGene00195609	N.A.	N.A.
WBGene00195610	WBGene00195610	N.A.	N.A.
WBGene00195611	WBGene00195611	N.A.	N.A.
WBGene00195612	WBGene00195612	N.A.	N.A.
WBGene00195613	WBGene00195613	N.A.	N.A.
WBGene00195614	WBGene00195614	N.A.	N.A.
WBGene00195615	WBGene00195615	N.A.	N.A.
WBGene00195616	WBGene00195616	N.A.	N.A.
WBGene00195617	WBGene00195617	N.A.	N.A.
WBGene00195618	WBGene00195618	N.A.	N.A.
WBGene00195619	WBGene00195619	N.A.	N.A.
WBGene00195620	WBGene00195620	N.A.	N.A.
WBGene00195621	WBGene00195621	N.A.	N.A.
WBGene00195622	WBGene00195622	N.A.	N.A.
WBGene00195623	WBGene00195623	N.A.	N.A.
WBGene00195624	WBGene00195624	N.A.	N.A.
WBGene00195625	WBGene00195625	N.A.	N.A.
WBGene00195626	WBGene00195626	N.A.	N.A.
WBGene00195627	WBGene00195627	N.A.	N.A.
WBGene00195628	WBGene00195628	N.A.	N.A.
WBGene00195629	WBGene00195629	N.A.	N.A.
WBGene00195630	WBGene00195630	N.A.	N.A.
WBGene00195631	WBGene00195631	N.A.	N.A.
WBGene00195632	WBGene00195632	N.A.	N.A.
WBGene00195633	WBGene00195633	N.A.	N.A.
WBGene00195634	WBGene00195634	N.A.	N.A.
WBGene00195635	WBGene00195635	N.A.	N.A.
WBGene00195636	WBGene00195636	N.A.	N.A.
WBGene00195637	WBGene00195637	N.A.	N.A.
WBGene00195638	WBGene00195638	N.A.	N.A.
WBGene00195639	WBGene00195639	N.A.	N.A.
WBGene00195640	WBGene00195640	N.A.	N.A.
WBGene00195641	WBGene00195641	N.A.	N.A.
WBGene00195642	WBGene00195642	N.A.	N.A.
WBGene00195643	WBGene00195643	N.A.	N.A.
WBGene00195644	WBGene00195644	N.A.	N.A.
WBGene00195645	WBGene00195645	N.A.	N.A.
WBGene00195646	WBGene00195646	N.A.	N.A.
WBGene00195647	WBGene00195647	N.A.	N.A.
WBGene00195648	WBGene00195648	N.A.	N.A.
WBGene00195649	WBGene00195649	N.A.	N.A.
WBGene00195650	WBGene00195650	N.A.	N.A.
WBGene00195651	WBGene00195651	N.A.	N.A.
WBGene00195652	WBGene00195652	N.A.	N.A.
WBGene00195653	WBGene00195653	N.A.	N.A.
WBGene00195654	WBGene00195654	N.A.	N.A.
WBGene00195655	WBGene00195655	N.A.	N.A.
WBGene00195656	WBGene00195656	N.A.	N.A.
WBGene00195657	WBGene00195657	N.A.	N.A.
WBGene00195658	WBGene00195658	N.A.	N.A.
WBGene00195659	WBGene00195659	N.A.	N.A.
WBGene00195660	WBGene00195660	N.A.	N.A.
WBGene00195661	WBGene00195661	N.A.	N.A.
WBGene00195662	WBGene00195662	N.A.	N.A.
WBGene00195663	WBGene00195663	N.A.	N.A.
WBGene00195664	WBGene00195664	N.A.	N.A.
WBGene00195665	WBGene00195665	N.A.	N.A.
WBGene00195666	WBGene00195666	N.A.	N.A.
WBGene00195667	WBGene00195667	N.A.	N.A.
WBGene00195668	WBGene00195668	N.A.	N.A.
WBGene00195669	WBGene00195669	N.A.	N.A.
WBGene00195670	WBGene00195670	N.A.	N.A.
WBGene00195671	WBGene00195671	N.A.	N.A.
WBGene00195672	WBGene00195672	N.A.	N.A.
WBGene00195673	WBGene00195673	N.A.	N.A.
WBGene00195674	WBGene00195674	N.A.	N.A.
WBGene00195675	WBGene00195675	N.A.	N.A.
WBGene00195676	WBGene00195676	N.A.	N.A.
WBGene00195677	WBGene00195677	N.A.	N.A.
WBGene00195678	WBGene00195678	N.A.	N.A.
WBGene00195679	WBGene00195679	N.A.	N.A.
WBGene00195680	WBGene00195680	N.A.	N.A.
WBGene00195681	WBGene00195681	N.A.	N.A.
WBGene00195682	WBGene00195682	N.A.	N.A.
WBGene00195683	WBGene00195683	N.A.	N.A.
WBGene00195684	WBGene00195684	N.A.	N.A.
WBGene00195685	WBGene00195685	N.A.	N.A.
WBGene00195686	WBGene00195686	N.A.	N.A.
WBGene00195687	WBGene00195687	N.A.	N.A.
WBGene00195688	WBGene00195688	N.A.	N.A.
WBGene00195689	WBGene00195689	N.A.	N.A.
WBGene00195690	WBGene00195690	N.A.	N.A.
WBGene00195691	WBGene00195691	N.A.	N.A.
WBGene00195692	WBGene00195692	N.A.	N.A.
WBGene00195693	WBGene00195693	N.A.	N.A.
WBGene00195694	WBGene00195694	N.A.	N.A.
WBGene00195695	WBGene00195695	N.A.	N.A.
WBGene00195696	WBGene00195696	N.A.	N.A.
WBGene00195697	WBGene00195697	N.A.	N.A.
WBGene00195698	WBGene00195698	N.A.	N.A.
WBGene00195699	WBGene00195699	N.A.	N.A.
WBGene00195700	WBGene00195700	N.A.	N.A.
WBGene00195701	WBGene00195701	N.A.	N.A.
WBGene00195702	WBGene00195702	N.A.	N.A.
WBGene00195703	WBGene00195703	N.A.	N.A.
WBGene00195704	WBGene00195704	N.A.	N.A.
WBGene00195705	WBGene00195705	N.A.	N.A.
WBGene00195706	WBGene00195706	N.A.	N.A.
WBGene00195707	WBGene00195707	N.A.	N.A.
WBGene00195708	WBGene00195708	N.A.	N.A.
WBGene00195709	WBGene00195709	N.A.	N.A.
WBGene00195710	WBGene00195710	N.A.	N.A.
WBGene00195711	WBGene00195711	N.A.	N.A.
WBGene00195712	WBGene00195712	N.A.	N.A.
WBGene00195713	WBGene00195713	N.A.	N.A.
WBGene00195714	WBGene00195714	N.A.	N.A.
WBGene00195715	WBGene00195715	N.A.	N.A.
WBGene00195716	WBGene00195716	N.A.	N.A.
WBGene00195717	WBGene00195717	N.A.	N.A.
WBGene00195718	WBGene00195718	N.A.	N.A.
WBGene00195719	WBGene00195719	N.A.	N.A.
WBGene00195720	WBGene00195720	N.A.	N.A.
WBGene00195721	WBGene00195721	N.A.	N.A.
WBGene00195722	WBGene00195722	N.A.	N.A.
WBGene00195723	WBGene00195723	N.A.	N.A.
WBGene00195724	WBGene00195724	N.A.	N.A.
WBGene00195725	WBGene00195725	N.A.	N.A.
WBGene00195726	WBGene00195726	N.A.	N.A.
WBGene00195727	WBGene00195727	N.A.	N.A.
WBGene00195728	WBGene00195728	N.A.	N.A.
WBGene00195729	WBGene00195729	N.A.	N.A.
WBGene00195730	WBGene00195730	N.A.	N.A.
WBGene00195731	WBGene00195731	N.A.	N.A.
WBGene00195732	WBGene00195732	N.A.	N.A.
WBGene00195733	WBGene00195733	N.A.	N.A.
WBGene00195734	WBGene00195734	N.A.	N.A.
WBGene00195735	WBGene00195735	N.A.	N.A.
WBGene00195736	WBGene00195736	N.A.	N.A.
WBGene00195737	WBGene00195737	N.A.	N.A.
WBGene00195738	WBGene00195738	N.A.	N.A.
WBGene00195739	WBGene00195739	N.A.	N.A.
WBGene00195740	WBGene00195740	N.A.	N.A.
WBGene00195741	WBGene00195741	N.A.	N.A.
WBGene00195742	WBGene00195742	N.A.	N.A.
WBGene00195743	WBGene00195743	N.A.	N.A.
WBGene00195744	WBGene00195744	N.A.	N.A.
WBGene00195745	WBGene00195745	N.A.	N.A.
